-2900000,-2800000,1100000,1200000
-2900000,-2800000,1200000,1300000
-2900000,-2800000,1300000,1400000
-2900000,-2800000,1400000,1500000
-2900000,-2800000,1500000,1600000
-2800000,-2700000,-700000,-600000
-2800000,-2700000,-600000,-500000
-2800000,-2700000,-500000,-400000
-2800000,-2700000,-400000,-300000
-2800000,-2700000,-300000,-200000
-2800000,-2700000,-200000,-100000
-2800000,-2700000,-100000,0
-2800000,-2700000,0,100000
-2800000,-2700000,100000,200000
-2800000,-2700000,200000,300000
-2800000,-2700000,300000,400000
-2800000,-2700000,400000,500000
-2800000,-2700000,500000,600000
-2800000,-2700000,600000,700000
-2800000,-2700000,700000,800000
-2800000,-2700000,800000,900000
-2800000,-2700000,900000,1000000
-2800000,-2700000,1000000,1100000
-2800000,-2700000,1100000,1200000
-2800000,-2700000,1200000,1300000
-2800000,-2700000,1300000,1400000
-2800000,-2700000,1400000,1500000
-2800000,-2700000,1500000,1600000
